S*_score	SNP_num	quantile	log(local_recomb_rate)
115366.667	25	0.5	-7.903089986991944
116504.564	25	0.505	-7.903089986991944
116856.48	25	0.51	-7.903089986991944
117519.08	25	0.515	-7.903089986991944
118414.309	25	0.52	-7.903089986991944
119076.417	25	0.525	-7.903089986991944
120074.38	25	0.53	-7.903089986991944
120589.983	25	0.535	-7.903089986991944
120872.613	25	0.54	-7.903089986991944
121150.43	25	0.545	-7.903089986991944
121806.975	25	0.55	-7.903089986991944
122421.6	25	0.555	-7.903089986991944
123179.1	25	0.56	-7.903089986991944
123435.614	25	0.565	-7.903089986991944
123924.21	25	0.57	-7.903089986991944
124090.4	25	0.575	-7.903089986991944
124876.0	25	0.58	-7.903089986991944
125497.55	25	0.585	-7.903089986991944
125846.95	25	0.59	-7.903089986991944
126063.386	25	0.595	-7.903089986991944
126783.6	25	0.6	-7.903089986991944
127429.664	25	0.605	-7.903089986991944
127779.5	25	0.61	-7.903089986991944
128970.291	25	0.615	-7.903089986991944
129383.754	25	0.62	-7.903089986991944
129902.798	25	0.625	-7.903089986991944
130682.56	25	0.63	-7.903089986991944
131018.833	25	0.635	-7.903089986991944
131847.2	25	0.64	-7.903089986991944
132418.367	25	0.645	-7.903089986991944
133011.769	25	0.65	-7.903089986991944
133254.027	25	0.655	-7.903089986991944
133970.064	25	0.66	-7.903089986991944
134415.645	25	0.665	-7.903089986991944
135141.25	25	0.67	-7.903089986991944
136165.525	25	0.675	-7.903089986991944
136905.28	25	0.68	-7.903089986991944
137546.543	25	0.685	-7.903089986991944
137735.97	25	0.69	-7.903089986991944
138430.567	25	0.695	-7.903089986991944
138789.333	25	0.7	-7.903089986991944
139209.26	25	0.705	-7.903089986991944
139793.459	25	0.71	-7.903089986991944
140895.3	25	0.715	-7.903089986991944
141148.0	25	0.72	-7.903089986991944
141684.925	25	0.725	-7.903089986991944
142527.867	25	0.73	-7.903089986991944
142928.58	25	0.735	-7.903089986991944
143416.114	25	0.74	-7.903089986991944
143864.255	25	0.745	-7.903089986991944
