S*_score	SNP_num	quantile	log(local_recomb_rate)
111540.0	25	0.5	-7.903089986991944
112132.4	25	0.505	-7.903089986991944
113245.078	25	0.51	-7.903089986991944
113606.895	25	0.515	-7.903089986991944
113767.2	25	0.52	-7.903089986991944
114224.0	25	0.525	-7.903089986991944
114585.1	25	0.53	-7.903089986991944
115593.6	25	0.535	-7.903089986991944
116315.733	25	0.54	-7.903089986991944
117221.733	25	0.545	-7.903089986991944
117520.35	25	0.55	-7.903089986991944
118110.5	25	0.555	-7.903089986991944
118749.6	25	0.56	-7.903089986991944
118944.8	25	0.565	-7.903089986991944
119888.0	25	0.57	-7.903089986991944
120784.8	25	0.575	-7.903089986991944
121925.6	25	0.58	-7.903089986991944
122503.6	25	0.585	-7.903089986991944
122895.467	25	0.59	-7.903089986991944
123043.0	25	0.595	-7.903089986991944
123438.6	25	0.6	-7.903089986991944
123856.267	25	0.605	-7.903089986991944
124553.467	25	0.61	-7.903089986991944
124946.107	25	0.615	-7.903089986991944
125651.2	25	0.62	-7.903089986991944
126404.167	25	0.625	-7.903089986991944
127356.8	25	0.63	-7.903089986991944
128243.2	25	0.635	-7.903089986991944
129490.0	25	0.64	-7.903089986991944
129849.5	25	0.645	-7.903089986991944
130054.0	25	0.65	-7.903089986991944
130475.8	25	0.655	-7.903089986991944
131688.8	25	0.66	-7.903089986991944
133457.95	25	0.665	-7.903089986991944
134168.8	25	0.67	-7.903089986991944
134794.0	25	0.675	-7.903089986991944
135144.52	25	0.68	-7.903089986991944
136017.633	25	0.685	-7.903089986991944
136355.6	25	0.69	-7.903089986991944
136740.9	25	0.695	-7.903089986991944
138043.333	25	0.7	-7.903089986991944
138853.0	25	0.705	-7.903089986991944
140817.467	25	0.71	-7.903089986991944
142403.7	25	0.715	-7.903089986991944
143052.8	25	0.72	-7.903089986991944
143477.0	25	0.725	-7.903089986991944
144132.0	25	0.73	-7.903089986991944
144434.0	25	0.735	-7.903089986991944
145006.4	25	0.74	-7.903089986991944
145204.555	25	0.745	-7.903089986991944
145979.818	25	0.75	-7.903089986991944
147948.35	25	0.755	-7.903089986991944
148621.6	25	0.76	-7.903089986991944
149960.2	25	0.765	-7.903089986991944
150869.72	25	0.77	-7.903089986991944
151851.0	25	0.775	-7.903089986991944
153023.733	25	0.78	-7.903089986991944
153621.286	25	0.785	-7.903089986991944
154300.8	25	0.79	-7.903089986991944
154899.1	25	0.795	-7.903089986991944
155336.0	25	0.8	-7.903089986991944
156124.975	25	0.805	-7.903089986991944
157696.133	25	0.81	-7.903089986991944
159310.3	25	0.815	-7.903089986991944
159700.0	25	0.82	-7.903089986991944
160857.333	25	0.825	-7.903089986991944
162826.0	25	0.83	-7.903089986991944
164517.267	25	0.835	-7.903089986991944
164814.4	25	0.84	-7.903089986991944
164922.6	25	0.845	-7.903089986991944
165408.0	25	0.85	-7.903089986991944
165937.05	25	0.855	-7.903089986991944
166097.6	25	0.86	-7.903089986991944
166430.2	25	0.865	-7.903089986991944
168383.467	25	0.87	-7.903089986991944
168819.0	25	0.875	-7.903089986991944
169293.68	25	0.88	-7.903089986991944
170124.09	25	0.885	-7.903089986991944
170604.933	25	0.89	-7.903089986991944
171149.8	25	0.895	-7.903089986991944
171912.0	25	0.9	-7.903089986991944
172633.2	25	0.905	-7.903089986991944
173327.2	25	0.91	-7.903089986991944
175714.8	25	0.915	-7.903089986991944
176828.0	25	0.92	-7.903089986991944
177391.0	25	0.925	-7.903089986991944
177682.0	25	0.93	-7.903089986991944
