S*_score	SNP_num	quantile	log(local_recomb_rate)
115080.0	25	0.5	-7.903089986991944
115148.6	25	0.505	-7.903089986991944
115289.0	25	0.51	-7.903089986991944
117254.8	25	0.515	-7.903089986991944
117613.6	25	0.52	-7.903089986991944
118452.136	25	0.525	-7.903089986991944
118722.78	25	0.53	-7.903089986991944
120892.55	25	0.535	-7.903089986991944
121225.3	25	0.54	-7.903089986991944
121912.575	25	0.545	-7.903089986991944
122352.65	25	0.55	-7.903089986991944
123030.468	25	0.555	-7.903089986991944
123221.6	25	0.56	-7.903089986991944
123667.11	25	0.565	-7.903089986991944
124326.58	25	0.57	-7.903089986991944
124654.0	25	0.575	-7.903089986991944
124825.6	25	0.58	-7.903089986991944
125479.019	25	0.585	-7.903089986991944
125747.474	25	0.59	-7.903089986991944
125831.9	25	0.595	-7.903089986991944
125896.0	25	0.6	-7.903089986991944
126045.289	25	0.605	-7.903089986991944
126792.4	25	0.61	-7.903089986991944
127834.0	25	0.615	-7.903089986991944
128322.4	25	0.62	-7.903089986991944
128815.0	25	0.625	-7.903089986991944
129909.91	25	0.63	-7.903089986991944
130114.895	25	0.635	-7.903089986991944
130851.2	25	0.64	-7.903089986991944
131664.233	25	0.645	-7.903089986991944
131739.667	25	0.65	-7.903089986991944
132283.397	25	0.655	-7.903089986991944
132839.413	25	0.66	-7.903089986991944
133063.586	25	0.665	-7.903089986991944
133622.0	25	0.67	-7.903089986991944
133882.621	25	0.675	-7.903089986991944
134047.571	25	0.68	-7.903089986991944
134324.908	25	0.685	-7.903089986991944
134958.714	25	0.69	-7.903089986991944
135158.6	25	0.695	-7.903089986991944
135768.4	25	0.7	-7.903089986991944
136712.8	25	0.705	-7.903089986991944
140949.6	25	0.71	-7.903089986991944
141109.8	25	0.715	-7.903089986991944
141120.92	25	0.72	-7.903089986991944
141764.475	25	0.725	-7.903089986991944
143381.09	25	0.73	-7.903089986991944
143945.99	25	0.735	-7.903089986991944
144101.44	25	0.74	-7.903089986991944
