S*_score	SNP_num	quantile	log(local_recomb_rate)
115697.5	25	0.5	-7.903089986991944
116755.948	25	0.505	-7.903089986991944
117446.467	25	0.51	-7.903089986991944
117937.3	25	0.515	-7.903089986991944
118308.92	25	0.52	-7.903089986991944
118644.165	25	0.525	-7.903089986991944
118833.475	25	0.53	-7.903089986991944
119600.533	25	0.535	-7.903089986991944
120226.41	25	0.54	-7.903089986991944
121085.786	25	0.545	-7.903089986991944
121350.0	25	0.55	-7.903089986991944
122201.593	25	0.555	-7.903089986991944
122561.6	25	0.56	-7.903089986991944
123341.716	25	0.565	-7.903089986991944
123544.429	25	0.57	-7.903089986991944
124131.52	25	0.575	-7.903089986991944
124966.8	25	0.58	-7.903089986991944
125119.25	25	0.585	-7.903089986991944
125375.216	25	0.59	-7.903089986991944
125722.91	25	0.595	-7.903089986991944
126524.0	25	0.6	-7.903089986991944
126601.867	25	0.605	-7.903089986991944
127535.07	25	0.61	-7.903089986991944
128360.205	25	0.615	-7.903089986991944
128547.733	25	0.62	-7.903089986991944
128785.75	25	0.625	-7.903089986991944
129344.27	25	0.63	-7.903089986991944
129612.633	25	0.635	-7.903089986991944
129761.12	25	0.64	-7.903089986991944
130478.26	25	0.645	-7.903089986991944
131136.95	25	0.65	-7.903089986991944
132619.9	25	0.655	-7.903089986991944
132761.053	25	0.66	-7.903089986991944
133179.95	25	0.665	-7.903089986991944
133280.05	25	0.67	-7.903089986991944
133698.0	25	0.675	-7.903089986991944
134813.6	25	0.68	-7.903089986991944
135605.225	25	0.685	-7.903089986991944
136072.86	25	0.69	-7.903089986991944
136756.943	25	0.695	-7.903089986991944
137395.0	25	0.7	-7.903089986991944
137507.85	25	0.705	-7.903089986991944
137784.1	25	0.71	-7.903089986991944
139134.233	25	0.715	-7.903089986991944
139553.6	25	0.72	-7.903089986991944
140692.446	25	0.725	-7.903089986991944
141486.5	25	0.73	-7.903089986991944
141927.29	25	0.735	-7.903089986991944
142430.16	25	0.74	-7.903089986991944
142589.8	25	0.745	-7.903089986991944
142755.0	25	0.75	-7.903089986991944
142991.7	25	0.755	-7.903089986991944
143936.267	25	0.76	-7.903089986991944
144490.825	25	0.765	-7.903089986991944
145334.4	25	0.77	-7.903089986991944
145878.758	25	0.775	-7.903089986991944
146271.14	25	0.78	-7.903089986991944
146891.4	25	0.785	-7.903089986991944
147146.785	25	0.79	-7.903089986991944
147575.9	25	0.795	-7.903089986991944
148064.0	25	0.8	-7.903089986991944
150674.4	25	0.805	-7.903089986991944
151002.62	25	0.81	-7.903089986991944
151516.175	25	0.815	-7.903089986991944
152731.28	25	0.82	-7.903089986991944
153240.7	25	0.825	-7.903089986991944
153554.59	25	0.83	-7.903089986991944
154306.583	25	0.835	-7.903089986991944
156852.36	25	0.84	-7.903089986991944
158173.8	25	0.845	-7.903089986991944
159786.0	25	0.85	-7.903089986991944
